Name;GSM3711329_WT1_NT;GSM3711330_WT2_NT;GSM3711331_WT3_NT;GSM3711332_WT1_Dox;GSM3711334_WT3_Dox;GSM3711335_LOF8_NT;GSM3711336_LOF11_NT;GSM3711337_LOF15_NT;GSM3711338_LOF8_Dox;GSM3711339_LOF11_Dox;GSM3711340_LOF15_Dox;GSM3711333_WT2_Dox;
Orc1;3501;4352;7084;4055;5720;3501;4352;7084;4055;5720;3501;4352;7084
Cc2d1b;2141;3719;6184;2280;4409;2141;3719;6184;2280;4409;2141;3719;6184
Gm20731;0;0;0;5;4;0;0;0;5;4;0;0;0
Zfyve9;1202;1257;1956;1008;945;1202;1257;1956;1008;945;1202;1257;1956
3110021N24Rik;0;1;2;1;0;0;1;2;1;0;0;1;2
Btf3l4;629;564;1000;707;681;629;564;1000;707;681;629;564;1000
Txndc12;1435;1226;1976;1756;1460;1435;1226;1976;1756;1460;1435;1226;1976
A730015C16Rik;0;0;2;0;1;0;0;2;0;1;0;0;2
Kti12;0;0;0;0;0;0;0;0;0;0;0;0;0
Rab3b;112;90;152;186;128;112;90;152;186;128;112;90;152
Nrd1;6260;6013;9474;6479;5873;6260;6013;9474;6479;5873;6260;6013;9474
Osbpl9;1714;1271;1872;2955;1951;1714;1271;1872;2955;1951;1714;1271;1872
Calr4;16;8;16;16;10;16;8;16;16;10;16;8;16
Eps15;1669;1613;2634;1879;1820;1669;1613;2634;1879;1820;1669;1613;2634
Ttc39a;28;23;64;32;38;28;23;64;32;38;28;23;64
Rnf11;716;552;1092;616;511;716;552;1092;616;511;716;552;1092
4930522H14Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Cdkn2c;20;3;17;30;22;20;3;17;30;22;20;3;17
Faf1;4684;4142;7216;4809;4970;4684;4142;7216;4809;4970;4684;4142;7216
Dmrta2;1;4;5;2;6;1;4;5;2;6;1;4;5
Elavl4;87;79;95;39;45;87;79;95;39;45;87;79;95
Agbl4;12;21;29;14;19;12;21;29;14;19;12;21;29
Bend5;53;42;65;15;39;53;42;65;15;39;53;42;65
Spata6;399;263;457;509;277;399;263;457;509;277;399;263;457
Slc5a9;0;0;0;0;0;0;0;0;0;0;0;0;0
Skint8;5;3;2;7;5;5;3;2;7;5;5;3;2
Skint7;0;0;1;0;0;0;0;1;0;0;0;0;1
Skint1;0;0;0;0;0;0;0;0;0;0;0;0;0
Skint4;3;1;3;0;3;3;1;3;0;3;3;1;3
Skint3;0;0;0;0;0;0;0;0;0;0;0;0;0
Skint9;4;1;5;2;1;4;1;5;2;1;4;1;5
Skint2;3;2;4;3;10;3;2;4;3;10;3;2;4
Skint10;0;0;0;0;0;0;0;0;0;0;0;0;0
Skint6;15;7;18;24;31;15;7;18;24;31;15;7;18
Skint5;5;7;15;6;6;5;7;15;6;6;5;7;15
Skint11;5;4;20;2;0;5;4;20;2;0;5;4;20
Trabd2b;10;15;29;8;5;10;15;29;8;5;10;15;29
Gm12830;0;0;5;0;0;0;0;5;0;0;0;0;5
Foxd2;1;0;0;0;2;1;0;0;0;2;1;0;0
Foxe3;0;0;0;0;0;0;0;0;0;0;0;0;0
Cmpk1;2289;2342;3797;2342;1906;2289;2342;3797;2342;1906;2289;2342;3797
Stil;920;1040;1481;950;1171;920;1040;1481;950;1171;920;1040;1481
Tal1;85;94;298;11;24;85;94;298;11;24;85;94;298
Pdzk1ip1;1;0;2;0;0;1;0;2;0;0;1;0;2
Cyp4x1;1;31;56;1;15;1;31;56;1;15;1;31;56
Cyp4a29;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyp4a12a;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyp4a12b;0;0;1;0;0;0;0;1;0;0;0;0;1
Cyp4a30b;4;1;4;2;1;4;1;4;2;1;4;1;4
Cyp4a14;0;1;0;0;0;0;1;0;0;0;0;1;0
Cyp4a10;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyp4a31;0;0;3;0;0;0;0;3;0;0;0;0;3
Cyp4a32;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyp4b1;0;2;3;0;0;0;2;3;0;0;0;2;3
Efcab14;1164;1046;1820;1158;1481;1164;1046;1820;1158;1481;1164;1046;1820
Tex38;2;0;2;2;0;2;0;2;2;0;2;0;2
Atpaf1;1216;1523;2568;1518;1822;1216;1523;2568;1518;1822;1216;1523;2568
Mob3c;133;78;128;358;208;133;78;128;358;208;133;78;128
Mknk1;423;460;653;504;469;423;460;653;504;469;423;460;653
Kncn;0;0;0;0;0;0;0;0;0;0;0;0;0
6430628N08Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Dmbx1;2;8;17;4;24;2;8;17;4;24;2;8;17
Faah;129;139;287;157;231;129;139;287;157;231;129;139;287
Nsun4;747;894;1299;876;1041;747;894;1299;876;1041;747;894;1299
Uqcrh;4258;4473;8263;4837;5544;4258;4473;8263;4837;5544;4258;4473;8263
Lrrc41;683;979;1772;615;979;683;979;1772;615;979;683;979;1772
Rad54l;2871;3483;5223;2749;3746;2871;3483;5223;2749;3746;2871;3483;5223
Pomgnt1;1338;1516;2373;1393;1257;1338;1516;2373;1393;1257;1338;1516;2373
Lurap1;94;103;115;104;86;94;103;115;104;86;94;103;115
Tspan1;114;6;25;148;21;114;6;25;148;21;114;6;25
1700042G07Rik;5;0;0;0;0;5;0;0;0;0;5;0;0
AL670603.1;7;0;8;5;4;7;0;8;5;4;7;0;8
Pik3r3;182;346;602;431;432;182;346;602;431;432;182;346;602
Mast2;1974;2779;4199;1822;2598;1974;2779;4199;1822;2598;1974;2779;4199
Ipp;422;394;611;351;298;422;394;611;351;298;422;394;611
Tmem69;834;997;1816;857;939;834;997;1816;857;939;834;997;1816
Gpbp1l1;3630;3568;5503;5229;5975;3630;3568;5503;5229;5975;3630;3568;5503
Ccdc17;6;5;14;30;15;6;5;14;30;15;6;5;14
Nasp;40063;48141;73538;40504;48127;40063;48141;73538;40504;48127;40063;48141;73538
Akr1a1;8369;9188;16449;10287;14596;8369;9188;16449;10287;14596;8369;9188;16449
Prdx1;50694;52358;87756;46979;55604;50694;52358;87756;46979;55604;50694;52358;87756
Mmachc;1041;876;1758;1167;1082;1041;876;1758;1167;1082;1041;876;1758
Ccdc163;385;404;707;825;693;385;404;707;825;693;385;404;707
Tesk2;823;542;618;948;679;823;542;618;948;679;823;542;618
Toe1;1162;1782;3463;1332;2609;1162;1782;3463;1332;2609;1162;1782;3463
Mutyh;414;716;1206;550;811;414;716;1206;550;811;414;716;1206
Hpdl;347;381;574;195;381;347;381;574;195;381;347;381;574
Zswim5;322;313;535;220;324;322;313;535;220;324;322;313;535
Urod;1493;1742;2451;1486;2166;1493;1742;2451;1486;2166;1493;1742;2451
Hectd3;845;973;1226;1009;1365;845;973;1226;1009;1365;845;973;1226
Eif2b3;2207;1813;2876;2007;1858;2207;1813;2876;2007;1858;2207;1813;2876
Ptch2;612;1008;1499;989;1420;612;1008;1499;989;1420;612;1008;1499
Btbd19;675;736;1548;3276;2808;675;736;1548;3276;2808;675;736;1548
Tctex1d4;2;0;1;5;1;2;0;1;5;1;2;0;1
Plk3;1153;967;1949;1529;1943;1153;967;1949;1529;1943;1153;967;1949
Rps8;34002;41128;71223;39868;55332;34002;41128;71223;39868;55332;34002;41128;71223
Kif2c;5409;5636;8923;5952;8200;5409;5636;8923;5952;8200;5409;5636;8923
Gm1661;0;2;0;25;20;0;2;0;25;20;0;2;0
Tmem53;7;3;6;26;20;7;3;6;26;20;7;3;6
Rnf220;3174;4713;8019;3367;6619;3174;4713;8019;3367;6619;3174;4713;8019
Eri3;1152;1232;1914;1191;1708;1152;1232;1914;1191;1708;1152;1232;1914
Dmap1;903;1209;1860;1087;1474;903;1209;1860;1087;1474;903;1209;1860
Gm12845;0;0;0;0;0;0;0;0;0;0;0;0;0
Klf17;63;25;44;106;22;63;25;44;106;22;63;25;44
Slc6a9;384;245;463;95;221;384;245;463;95;221;384;245;463
Gm17114;0;0;0;0;0;0;0;0;0;0;0;0;0
Ccdc24;2;3;11;2;0;2;3;11;2;0;2;3;11
B4galt2;425;738;1240;337;650;425;738;1240;337;650;425;738;1240
Atp6v0b;1446;2192;3398;1347;2675;1446;2192;3398;1347;2675;1446;2192;3398
Dph2;556;993;1732;531;1235;556;993;1732;531;1235;556;993;1732
Ipo13;1202;2250;4537;1305;2970;1202;2250;4537;1305;2970;1202;2250;4537
Artn;49;21;77;33;26;49;21;77;33;26;49;21;77
St3gal3;386;484;707;513;702;386;484;707;513;702;386;484;707
Kdm4a;3173;2514;4297;3050;3669;3173;2514;4297;3050;3669;3173;2514;4297
Ptprf;7384;9838;19023;5217;9974;7384;9838;19023;5217;9974;7384;9838;19023
Hyi;44;53;55;64;19;44;53;55;64;19;44;53;55
Szt2;1012;1632;3512;1193;3009;1012;1632;3512;1193;3009;1012;1632;3512
Med8;1649;2182;3761;1446;2159;1649;2182;3761;1446;2159;1649;2182;3761
Elovl1;574;534;916;593;596;574;534;916;593;596;574;534;916
Cdc20;8216;9299;17828;8467;13140;8216;9299;17828;8467;13140;8216;9299;17828
Mpl;1;0;0;0;1;1;0;0;0;1;1;0;0
Tie1;1;0;7;6;1;1;0;7;6;1;1;0;7
2610528J11Rik;179;114;274;141;102;179;114;274;141;102;179;114;274
Tmem125;290;176;281;197;134;290;176;281;197;134;290;176;281
Cfap57;10;13;38;7;13;10;13;38;7;13;10;13;38
Ebna1bp2;5941;6980;12122;4441;6011;5941;6980;12122;4441;6011;5941;6980;12122
Olfr62;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1342;1;0;0;7;5;1;0;0;7;5;1;0;0
Olfr1341;0;0;0;0;4;0;0;0;0;4;0;0;0
Olfr1340;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1339;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1338;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1337;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1335;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1333;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1331;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1330;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1329;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1328;0;0;0;0;0;0;0;0;0;0;0;0;0
Lao1;0;0;0;0;0;0;0;0;0;0;0;0;0
Slc2a1;22980;13225;19326;6121;6142;22980;13225;19326;6121;6142;22980;13225;19326
Zfp691;157;224;414;195;228;157;224;414;195;228;157;224;414
Ermap;0;5;2;1;7;0;5;2;1;7;0;5;2
Svbp;330;402;624;297;478;330;402;624;297;478;330;402;624
AU022252;804;808;1351;852;1142;804;808;1351;852;1142;804;808;1351
Tmem269;0;0;0;1;0;0;0;0;1;0;0;0;0
P3h1;1019;1096;1895;1325;1700;1019;1096;1895;1325;1700;1019;1096;1895
Cldn19;6;8;4;3;5;6;8;4;3;5;6;8;4
Ybx1;38548;45355;80141;41905;52721;38548;45355;80141;41905;52721;38548;45355;80141
Gm37817;0;0;0;0;0;0;0;0;0;0;0;0;0
Ppih;1355;1848;3232;1738;2178;1355;1848;3232;1738;2178;1355;1848;3232
Ccdc30;137;134;254;213;161;137;134;254;213;161;137;134;254
Ppcs;549;625;1028;771;909;549;625;1028;771;909;549;625;1028
Zmynd12;5;7;15;15;2;5;7;15;15;2;5;7;15
Rimkla;131;203;372;158;132;131;203;372;158;132;131;203;372
Frg2f1;28;25;66;43;39;28;25;66;43;39;28;25;66
Foxj3;1332;1994;3386;1651;2425;1332;1994;3386;1651;2425;1332;1994;3386
Guca2a;0;0;1;0;1;0;0;1;0;1;0;0;1
Guca2b;0;0;0;0;0;0;0;0;0;0;0;0;0
Hivep3;14;14;57;91;58;14;14;57;91;58;14;14;57
AL607142.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Edn2;19;34;29;11;6;19;34;29;11;6;19;34;29
Foxo6;33;36;42;18;23;33;36;42;18;23;33;36;42
Scmh1;555;634;1084;796;697;555;634;1084;796;697;555;634;1084
Slfnl1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ctps;7086;8452;13546;6247;7497;7086;8452;13546;6247;7497;7086;8452;13546
Gm8439;0;0;0;1;0;0;0;0;1;0;0;0;0
Cited4;25;5;11;43;7;25;5;11;43;7;25;5;11
Kcnq4;28;35;55;28;32;28;35;55;28;32;28;35;55
Nfyc;2334;3554;5840;2796;4000;2334;3554;5840;2796;4000;2334;3554;5840
Rims3;595;722;1082;361;640;595;722;1082;361;640;595;722;1082
Exo5;670;723;1242;533;689;670;723;1242;533;689;670;723;1242
Zfp69;84;107;185;100;74;84;107;185;100;74;84;107;185
Smap2;980;1117;1673;1101;1190;980;1117;1673;1101;1190;980;1117;1673
Col9a2;68;58;118;45;122;68;58;118;45;122;68;58;118
Zmpste24;1454;1743;2994;1554;1477;1454;1743;2994;1554;1477;1454;1743;2994
Tmco2;0;0;0;0;0;0;0;0;0;0;0;0;0
Rlf;3327;3222;4818;3305;3888;3327;3222;4818;3305;3888;3327;3222;4818
Gm12888;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm12886;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm12887;0;0;0;0;0;0;0;0;0;0;0;0;0
9530002B09Rik;1;0;0;2;0;1;0;0;2;0;1;0;0
Ppt1;713;1041;1704;951;1226;713;1041;1704;951;1226;713;1041;1704
Cap1;6937;7502;12491;7295;8540;6937;7502;12491;7295;8540;6937;7502;12491
Mfsd2a;40;40;126;12;8;40;40;126;12;8;40;40;126
Mycl;449;624;878;483;808;449;624;878;483;808;449;624;878
Trit1;1130;1049;1826;1274;1311;1130;1049;1826;1274;1311;1130;1049;1826
Bmp8b;219;38;104;233;28;219;38;104;233;28;219;38;104
Gm17244;7;5;39;6;2;7;5;39;6;2;7;5;39
Oxct2b;0;0;0;0;0;0;0;0;0;0;0;0;0
Ppie;1595;1672;2892;1536;2037;1595;1672;2892;1536;2037;1595;1672;2892
Hpcal4;58;43;54;39;21;58;43;54;39;21;58;43;54
Nt5c1a;0;0;0;0;0;0;0;0;0;0;0;0;0
Heyl;0;0;15;1;10;0;0;15;1;10;0;0;15
Pabpc4;8278;12975;27052;8168;14976;8278;12975;27052;8168;14976;8278;12975;27052
Bmp8a;16;15;30;24;26;16;15;30;24;26;16;15;30
Oxct2a;0;0;0;0;0;0;0;0;0;0;0;0;0
Macf1;7947;5752;10614;8411;10880;7947;5752;10614;8411;10880;7947;5752;10614
Ndufs5;392;502;715;510;569;392;502;715;510;569;392;502;715
Akirin1;1868;1863;3191;2505;2295;1868;1863;3191;2505;2295;1868;1863;3191
Rhbdl2;12;18;28;27;31;12;18;28;27;31;12;18;28
4933427I04Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Mycbp;937;1058;1789;805;1040;937;1058;1789;805;1040;937;1058;1789
Rragc;1356;1794;2914;1327;2029;1356;1794;2914;1327;2029;1356;1794;2914
4930535I16Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37667;0;0;0;0;0;0;0;0;0;0;0;0;0
3100002H09Rik;0;1;1;0;0;0;1;1;0;0;0;1;1
Pou3f1;937;2320;4738;503;1012;937;2320;4738;503;1012;937;2320;4738
Utp11;2031;2116;3350;1557;1807;2031;2116;3350;1557;1807;2031;2116;3350
Fhl3;207;478;1138;217;392;207;478;1138;217;392;207;478;1138
Sf3a3;5433;6776;11261;5276;6804;5433;6776;11261;5276;6804;5433;6776;11261
Inpp5b;1165;1244;1670;1139;1284;1165;1244;1670;1139;1284;1165;1244;1670
Mtf1;764;800;1380;1019;1197;764;800;1380;1019;1197;764;800;1380
1110065P20Rik;168;253;316;170;196;168;253;316;170;196;168;253;316
Yrdc;2152;2238;3601;1922;2049;2152;2238;3601;1922;2049;2152;2238;3601
Maneal;220;310;503;237;270;220;310;503;237;270;220;310;503
Epha10;31;54;90;72;64;31;54;90;72;64;31;54;90
Cdca8;3874;5125;8403;3851;5766;3874;5125;8403;3851;5766;3874;5125;8403
Rspo1;78;77;245;113;110;78;77;245;113;110;78;77;245
Gnl2;4227;4517;7842;3351;3876;4227;4517;7842;3351;3876;4227;4517;7842
Dnali1;5;3;2;12;1;5;3;2;12;1;5;3;2
Snip1;1129;1636;2707;1283;1658;1129;1636;2707;1283;1658;1129;1636;2707
Meaf6;793;1504;2673;1125;2086;793;1504;2673;1125;2086;793;1504;2673
Zc3h12a;136;197;249;246;274;136;197;249;246;274;136;197;249
Grik3;547;490;960;618;943;547;490;960;618;943;547;490;960
Csf3r;1;0;1;8;0;1;0;1;8;0;1;0;1
Mrps15;1043;1242;2285;1312;1453;1043;1242;2285;1312;1453;1043;1242;2285
Oscp1;91;56;65;142;118;91;56;65;142;118;91;56;65
Lsm10;461;456;788;397;510;461;456;788;397;510;461;456;788
Stk40;2126;2329;3811;1897;3173;2126;2329;3811;1897;3173;2126;2329;3811
Eva1b;54;100;116;74;142;54;100;116;74;142;54;100;116
Sh3d21;84;112;287;270;276;84;112;287;270;276;84;112;287
Thrap3;8331;11512;20738;11040;16379;8331;11512;20738;11040;16379;8331;11512;20738
Map7d1;919;1777;3025;689;1585;919;1777;3025;689;1585;919;1777;3025
Trappc3;975;837;1481;1049;1105;975;837;1481;1049;1105;975;837;1481
Col8a2;7;26;25;7;21;7;26;25;7;21;7;26;25
Adprhl2;991;1534;2740;1127;1923;991;1534;2740;1127;1923;991;1534;2740
Tekt2;57;55;117;43;52;57;55;117;43;52;57;55;117
Ago3;481;592;1087;527;733;481;592;1087;527;733;481;592;1087
Ago1;2601;2962;5163;3025;4428;2601;2962;5163;3025;4428;2601;2962;5163
Ago4;31;18;20;32;10;31;18;20;32;10;31;18;20
Clspn;2341;3841;6133;2046;3584;2341;3841;6133;2046;3584;2341;3841;6133
5730409E04Rik;182;164;286;147;140;182;164;286;147;140;182;164;286
Psmb2;4348;4597;7963;3410;4778;4348;4597;7963;3410;4778;4348;4597;7963
Tfap2e;12;8;73;9;95;12;8;73;9;95;12;8;73
Ncdn;605;1342;2797;592;1537;605;1342;2797;592;1537;605;1342;2797
AU040320;297;204;384;373;266;297;204;384;373;266;297;204;384
Zmym4;2991;4317;7135;3483;5079;2991;4317;7135;3483;5079;2991;4317;7135
Sfpq;17105;22590;38564;24821;28309;17105;22590;38564;24821;28309;17105;22590;38564
Zmym1;3568;3581;5670;4842;4849;3568;3581;5670;4842;4849;3568;3581;5670
Zmym6;714;973;1325;886;1088;714;973;1325;886;1088;714;973;1325
Tmem35b;113;50;115;135;94;113;50;115;135;94;113;50;115
Dlgap3;371;636;729;709;1525;371;636;729;709;1525;371;636;729
Smim12;558;585;1099;515;608;558;585;1099;515;608;558;585;1099
Gja4;26;13;7;19;29;26;13;7;19;29;26;13;7
Gjb3;1306;618;697;1312;649;1306;618;697;1312;649;1306;618;697
Gjb4;98;46;31;86;16;98;46;31;86;16;98;46;31
Gjb5;817;84;153;1005;118;817;84;153;1005;118;817;84;153
CK137956;4;9;7;3;0;4;9;7;3;0;4;9;7
Csmd2;44;58;154;42;50;44;58;154;42;50;44;58;154
Hmgb4;0;0;0;0;0;0;0;0;0;0;0;0;0
Zscan20;344;520;841;403;693;344;520;841;403;693;344;520;841
Tlr12;0;0;0;0;0;0;0;0;0;0;0;0;0
Phc2;797;719;1120;750;706;797;719;1120;750;706;797;719;1120
A3galt2;0;0;0;2;0;0;0;0;2;0;0;0;0
Zfp362;94;125;280;212;159;94;125;280;212;159;94;125;280
Trim62;132;38;117;197;37;132;38;117;197;37;132;38;117
Azin2;256;158;344;1102;856;256;158;344;1102;856;256;158;344
Ak2;5055;5882;9152;5033;5273;5055;5882;9152;5033;5273;5055;5882;9152
Rnf19b;1257;1348;2346;1637;2244;1257;1348;2346;1637;2244;1257;1348;2346
Tmem54;170;334;777;59;131;170;334;777;59;131;170;334;777
Hpca;139;76;200;166;78;139;76;200;166;78;139;76;200
Fndc5;30;28;77;81;42;30;28;77;81;42;30;28;77
S100pbp;2837;2625;4367;4029;4133;2837;2625;4367;4029;4133;2837;2625;4367
Yars;5174;4955;8241;3975;5311;5174;4955;8241;3975;5311;5174;4955;8241
C77080;1361;1082;2624;2270;3022;1361;1082;2624;2270;3022;1361;1082;2624
Sync;21;1;20;119;18;21;1;20;119;18;21;1;20
Rbbp4;20479;23536;40220;26680;32331;20479;23536;40220;26680;32331;20479;23536;40220
Zbtb8os;1167;1256;1919;1522;1669;1167;1256;1919;1522;1669;1167;1256;1919
Zbtb8a;1970;2844;5076;1992;3260;1970;2844;5076;1992;3260;1970;2844;5076
Zbtb8b;294;294;435;308;352;294;294;435;308;352;294;294;435
Bsdc1;1323;1207;2082;1614;1918;1323;1207;2082;1614;1918;1323;1207;2082
Tssk3;0;0;5;0;0;0;0;5;0;0;0;0;5
Fam229a;0;4;3;0;2;0;4;3;0;2;0;4;3
Marcksl1;7142;12213;18176;7746;12482;7142;12213;18176;7746;12482;7142;12213;18176
Hdac1;7600;7459;12312;9189;10985;7600;7459;12312;9189;10985;7600;7459;12312
Lck;1467;915;1281;1614;1590;1467;915;1281;1614;1590;1467;915;1281
Fam167b;0;0;0;3;0;0;0;0;3;0;0;0;0
Eif3i;6401;7512;13171;6422;10580;6401;7512;13171;6422;10580;6401;7512;13171
Tmem234;2200;2776;5263;2502;3431;2200;2776;5263;2502;3431;2200;2776;5263
Dcdc2b;11;5;13;22;19;11;5;13;22;19;11;5;13
Iqcc;885;764;1365;845;1150;885;764;1365;845;1150;885;764;1365
Ccdc28b;186;152;323;334;506;186;152;323;334;506;186;152;323
Txlna;3197;5839;9428;3501;6866;3197;5839;9428;3501;6866;3197;5839;9428
Kpna6;6028;5732;9530;4859;5292;6028;5732;9530;4859;5292;6028;5732;9530
Tmem39b;364;810;1406;472;1205;364;810;1406;472;1205;364;810;1406
Khdrbs1;9052;10368;16330;8680;11033;9052;10368;16330;8680;11033;9052;10368;16330
Ptp4a2;6180;5572;10638;8547;8534;6180;5572;10638;8547;8534;6180;5572;10638
Spocd1;8;1;8;7;5;8;1;8;7;5;8;1;8
Adgrb2;171;190;332;219;260;171;190;332;219;260;171;190;332
Col16a1;5;9;21;9;11;5;9;21;9;11;5;9;21
Pef1;887;1066;1778;1074;1528;887;1066;1778;1074;1528;887;1066;1778
Hcrtr1;0;0;1;1;1;0;0;1;1;1;0;0;1
Tinagl1;313;7;19;372;51;313;7;19;372;51;313;7;19
Gm853;3;0;0;0;0;3;0;0;0;0;3;0;0
Serinc2;204;106;157;258;139;204;106;157;258;139;204;106;157
Gm10570;0;0;0;1;0;0;0;0;1;0;0;0;0
Fabp3;1939;1964;2361;2611;4009;1939;1964;2361;2611;4009;1939;1964;2361
Zcchc17;806;1184;1947;1012;1394;806;1184;1947;1012;1394;806;1184;1947
Snrnp40;4204;5877;9738;4301;6080;4204;5877;9738;4301;6080;4204;5877;9738
Nkain1;639;952;1596;640;969;639;952;1596;640;969;639;952;1596
Pum1;6272;6502;11226;6914;9074;6272;6502;11226;6914;9074;6272;6502;11226
Sdc3;83;122;340;143;191;83;122;340;143;191;83;122;340
Laptm5;1451;1581;2466;4498;4148;1451;1581;2466;4498;4148;1451;1581;2466
Matn1;8;1;23;56;91;8;1;23;56;91;8;1;23
Ptpru;143;224;587;93;166;143;224;587;93;166;143;224;587
Mecr;462;482;906;511;545;462;482;906;511;545;462;482;906
Srsf4;2502;4057;6240;2425;4331;2502;4057;6240;2425;4331;2502;4057;6240
A930004J17Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Tmem200b;4;0;13;1;0;4;0;13;1;0;4;0;13
Epb41;1968;2010;3535;1683;2310;1968;2010;3535;1683;2310;1968;2010;3535
Gm10300;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37711;7;8;49;7;4;7;8;49;7;4;7;8;49
Oprd1;23;48;96;17;26;23;48;96;17;26;23;48;96
Ythdf2;3474;5087;8008;3793;4626;3474;5087;8008;3793;4626;3474;5087;8008
Gmeb1;1134;1594;2584;1263;2002;1134;1594;2584;1263;2002;1134;1594;2584
Taf12;1024;1209;2020;1282;1714;1024;1209;2020;1282;1714;1024;1209;2020
Rab42;8;5;3;14;6;8;5;3;14;6;8;5;3
Trnau1ap;978;946;1861;1276;1434;978;946;1861;1276;1434;978;946;1861
Rcc1;7936;12638;20474;7978;13776;7936;12638;20474;7978;13776;7936;12638;20474
Phactr4;1447;1715;2395;1593;2017;1447;1715;2395;1593;2017;1447;1715;2395
Med18;425;588;883;593;722;425;588;883;593;722;425;588;883
Sesn2;3273;3491;6329;4423;9094;3273;3491;6329;4423;9094;3273;3491;6329
Atpif1;3481;3521;5905;4607;6988;3481;3521;5905;4607;6988;3481;3521;5905
Dnajc8;8327;8249;13078;8941;10150;8327;8249;13078;8941;10150;8327;8249;13078
Ptafr;6;1;0;23;3;6;1;0;23;3;6;1;0
Eya3;3265;3808;6283;4053;5838;3265;3808;6283;4053;5838;3265;3808;6283
Xkr8;444;412;851;532;707;444;412;851;532;707;444;412;851
Smpdl3b;835;941;1486;1287;1756;835;941;1486;1287;1756;835;941;1486
Rpa2;4642;7348;11185;4598;8221;4642;7348;11185;4598;8221;4642;7348;11185
Themis2;56;44;83;217;107;56;44;83;217;107;56;44;83
Ppp1r8;3925;5396;8395;3974;6094;3925;5396;8395;3974;6094;3925;5396;8395
Stx12;1816;1506;2711;1819;1661;1816;1506;2711;1819;1661;1816;1506;2711
Fam76a;1020;938;1133;1222;1160;1020;938;1133;1222;1160;1020;938;1133
Fgr;106;161;155;55;115;106;161;155;55;115;106;161;155
Ahdc1;2472;3921;7742;2718;6004;2472;3921;7742;2718;6004;2472;3921;7742
Wasf2;5113;5015;7959;9098;10653;5113;5015;7959;9098;10653;5113;5015;7959
Gpr3;15;22;12;14;9;15;22;12;14;9;15;22;12
Cd164l2;95;47;116;77;64;95;47;116;77;64;95;47;116
Map3k6;118;102;138;237;226;118;102;138;237;226;118;102;138
Sytl1;81;73;364;512;756;81;73;364;512;756;81;73;364
Tmem222;1324;1519;2547;1153;1830;1324;1519;2547;1153;1830;1324;1519;2547
Wdtc1;3059;3549;4980;3306;4597;3059;3549;4980;3306;4597;3059;3549;4980
Slc9a1;868;1288;2098;1214;1543;868;1288;2098;1214;1543;868;1288;2098
Fam46b;148;165;322;142;148;148;165;322;142;148;148;165;322
Trnp1;47;65;101;39;56;47;65;101;39;56;47;65;101
Kdf1;128;184;384;135;173;128;184;384;135;173;128;184;384
Nudc;7489;11259;18637;6944;11298;7489;11259;18637;6944;11298;7489;11259;18637
Nr0b2;2;2;3;1;0;2;2;3;1;0;2;2;3
Gpatch3;362;844;1490;540;1355;362;844;1490;540;1355;362;844;1490
Gpn2;884;986;1792;921;1266;884;986;1792;921;1266;884;986;1792
Sfn;1683;923;1850;2707;2818;1683;923;1850;2707;2818;1683;923;1850
Zdhhc18;1326;1252;1760;1299;1435;1326;1252;1760;1299;1435;1326;1252;1760
Pigv;487;372;631;708;662;487;372;631;708;662;487;372;631
Arid1a;8054;12370;23932;9476;18300;8054;12370;23932;9476;18300;8054;12370;23932
Rps6ka1;4449;6062;10411;3849;7361;4449;6062;10411;3849;7361;4449;6062;10411
Hmgn2;3896;8474;13302;4105;6306;3896;8474;13302;4105;6306;3896;8474;13302
Dhdds;499;747;1296;553;939;499;747;1296;553;939;499;747;1296
Lin28a;15126;25299;49642;11826;25998;15126;25299;49642;11826;25998;15126;25299;49642
Zfp683;3;1;0;3;1;3;1;0;3;1;3;1;0
Crybg2;361;341;451;338;312;361;341;451;338;312;361;341;451
Cd52;44;59;138;45;59;44;59;138;45;59;44;59;138
Ubxn11;221;48;92;295;106;221;48;92;295;106;221;48;92
